filename,width,height,class,xmin,ymin,xmax,ymax
1991.jpg,400,225,Apple,55,21,107,73
1991.jpg,400,225,Apple,149,19,207,77
1991.jpg,400,225,Apple,210,34,250,74
1991.jpg,400,225,Apple,100,120,171,191
1991.jpg,400,225,Apple,225,109,280,164
1654.jpg,400,225,Apple,133,78,231,176
1654.jpg,400,225,Apple,246,54,315,123
890.jpg,400,225,Apple,15,109,55,149
890.jpg,400,225,Apple,113,57,167,111
890.jpg,400,225,Apple,203,109,257,163
890.jpg,400,225,Apple,248,35,291,78
890.jpg,400,225,Apple,37,9,81,53
890.jpg,400,225,Apple,281,124,331,174
890.jpg,400,225,Apple,177,56,223,102
180.jpg,400,225,Apple,271,42,316,87
180.jpg,400,225,Apple,178,123,235,180
180.jpg,400,225,Apple,58,52,107,101
180.jpg,400,225,Apple,289,111,336,158
180.jpg,400,225,Apple,161,55,218,112
180.jpg,400,225,Apple,30,111,93,174
898.jpg,400,225,Apple,178,34,274,130
898.jpg,400,225,Apple,21,97,106,182
1266.jpg,400,225,Apple,150,36,201,87
1266.jpg,400,225,Apple,67,7,128,68
1266.jpg,400,225,Apple,294,25,346,77
582.jpg,400,225,Apple,286,56,336,106
582.jpg,400,225,Apple,176,47,257,128
582.jpg,400,225,Apple,33,22,99,88
582.jpg,400,225,Apple,285,115,369,199
949.jpg,400,225,Apple,136,43,235,142
949.jpg,400,225,Apple,3,75,85,157
1227.jpg,400,225,Apple,12,114,53,155
1227.jpg,400,225,Apple,120,53,184,117
1227.jpg,400,225,Apple,297,40,348,91
784.jpg,400,225,Apple,171,35,233,97
784.jpg,400,225,Apple,84,74,157,147
784.jpg,400,225,Apple,210,112,285,187
784.jpg,400,225,Apple,256,6,339,89
1297.jpg,400,225,Apple,111,3,192,84
1181.jpg,400,225,Apple,219,89,270,140
1181.jpg,400,225,Apple,32,40,72,80
1181.jpg,400,225,Apple,253,18,299,64
1181.jpg,400,225,Apple,204,6,248,50
1181.jpg,400,225,Apple,274,88,326,140
1181.jpg,400,225,Apple,161,104,211,154
1181.jpg,400,225,Apple,42,84,86,128
701.jpg,400,225,Apple,230,122,316,208
701.jpg,400,225,Apple,115,9,191,85
701.jpg,400,225,Apple,127,114,200,187
1780.jpg,400,225,Apple,163,13,265,115
1780.jpg,400,225,Apple,9,87,60,138
673.jpg,400,225,Apple,99,54,161,116
1596.jpg,400,225,Apple,171,114,221,164
1596.jpg,400,225,Apple,274,27,353,106
1596.jpg,400,225,Apple,114,18,186,90
1596.jpg,400,225,Apple,222,86,265,129
1944.jpg,400,225,Apple,48,6,92,50
1944.jpg,400,225,Apple,195,26,250,81
1944.jpg,400,225,Apple,71,69,125,123
1329.jpg,400,225,Apple,197,117,253,173
1329.jpg,400,225,Apple,10,123,76,189
1329.jpg,400,225,Apple,271,70,317,116
1329.jpg,400,225,Apple,113,88,185,160
1329.jpg,400,225,Apple,10,14,72,76
588.jpg,400,225,Apple,36,89,86,139
588.jpg,400,225,Apple,260,91,304,135
588.jpg,400,225,Apple,127,53,204,130
588.jpg,400,225,Apple,238,20,298,80
1058.jpg,400,225,Apple,82,58,152,128
1058.jpg,400,225,Apple,213,17,278,82
1058.jpg,400,225,Apple,63,6,107,50
1058.jpg,400,225,Apple,211,106,282,177
1624.jpg,400,225,Apple,81,62,131,112
1624.jpg,400,225,Apple,254,25,309,80
1624.jpg,400,225,Apple,277,100,350,173
1624.jpg,400,225,Apple,149,2,221,74
321.jpg,400,225,Apple,58,40,124,106
321.jpg,400,225,Apple,227,80,270,123
321.jpg,400,225,Apple,285,4,349,68
321.jpg,400,225,Apple,291,124,360,193
321.jpg,400,225,Apple,133,106,179,152
1615.jpg,400,225,Apple,182,77,224,119
1615.jpg,400,225,Apple,236,54,300,118
1615.jpg,400,225,Apple,3,14,60,71
1615.jpg,400,225,Apple,168,5,222,59
1615.jpg,400,225,Apple,10,109,85,184
1985.jpg,400,225,Apple,213,74,258,119
1985.jpg,400,225,Apple,74,104,124,154
1985.jpg,400,225,Apple,50,17,104,71
1985.jpg,400,225,Apple,289,25,341,77
1985.jpg,400,225,Apple,24,78,67,121
1985.jpg,400,225,Apple,208,22,249,63
1656.jpg,400,225,Apple,33,120,83,170
1656.jpg,400,225,Apple,215,95,271,151
1656.jpg,400,225,Apple,86,16,131,61
1656.jpg,400,225,Apple,3,37,61,95
780.jpg,400,225,Apple,196,9,273,86
780.jpg,400,225,Apple,59,99,153,193
780.jpg,400,225,Apple,293,53,337,97
995.jpg,400,225,Apple,229,99,279,149
995.jpg,400,225,Apple,21,55,69,103
995.jpg,400,225,Apple,166,24,211,69
995.jpg,400,225,Apple,175,81,215,121
995.jpg,400,225,Apple,95,59,154,118
995.jpg,400,225,Apple,215,24,262,71
854.jpg,400,225,Apple,273,29,319,75
854.jpg,400,225,Apple,159,113,214,168
854.jpg,400,225,Apple,151,22,199,70
854.jpg,400,225,Apple,99,73,149,123
854.jpg,400,225,Apple,231,60,272,101
854.jpg,400,225,Apple,16,67,58,109
854.jpg,400,225,Apple,287,85,327,125
1861.jpg,400,225,Apple,58,23,135,100
1861.jpg,400,225,Apple,244,96,327,179
1861.jpg,400,225,Apple,115,107,189,181
1861.jpg,400,225,Apple,188,15,232,59
320.jpg,400,225,Apple,233,20,308,95
320.jpg,400,225,Apple,147,83,199,135
320.jpg,400,225,Apple,51,19,106,74
320.jpg,400,225,Apple,268,105,326,163
320.jpg,400,225,Apple,65,122,133,190
1200.jpg,400,225,Apple,275,1,325,51
1200.jpg,400,225,Apple,173,59,218,104
1200.jpg,400,225,Apple,20,122,75,177
1200.jpg,400,225,Apple,66,45,126,105
1200.jpg,400,225,Apple,289,102,330,143
1200.jpg,400,225,Apple,80,108,136,164
977.jpg,400,225,Apple,80,84,166,170
977.jpg,400,225,Apple,15,120,72,177
977.jpg,400,225,Apple,289,76,338,125
779.jpg,400,225,Apple,164,58,214,108
779.jpg,400,225,Apple,41,50,86,95
779.jpg,400,225,Apple,297,55,348,106
779.jpg,400,225,Apple,63,119,112,168
779.jpg,400,225,Apple,108,48,149,89
779.jpg,400,225,Apple,211,114,264,167
779.jpg,400,225,Apple,294,2,345,53
1804.jpg,400,225,Apple,243,114,297,168
1804.jpg,400,225,Apple,132,55,179,102
1804.jpg,400,225,Apple,10,122,59,171
1804.jpg,400,225,Apple,60,111,108,159
1804.jpg,400,225,Apple,208,52,256,100
1804.jpg,400,225,Apple,281,40,324,83
1804.jpg,400,225,Apple,132,104,181,153
1662.jpg,400,225,Apple,115,83,208,176
554.jpg,400,225,Apple,226,99,274,147
554.jpg,400,225,Apple,62,70,117,125
554.jpg,400,225,Apple,260,15,332,87
554.jpg,400,225,Apple,186,6,237,57
554.jpg,400,225,Apple,10,94,52,136
1900.jpg,400,225,Apple,111,62,171,122
414.jpg,400,225,Apple,237,68,305,136
414.jpg,400,225,Apple,120,101,195,176
414.jpg,400,225,Apple,53,102,118,167
414.jpg,400,225,Apple,133,24,203,94
414.jpg,400,225,Apple,32,30,103,101
294.jpg,400,225,Apple,174,46,248,120
294.jpg,400,225,Apple,76,65,127,116
294.jpg,400,225,Apple,273,0,318,45
294.jpg,400,225,Apple,295,85,344,134
294.jpg,400,225,Apple,2,34,73,105
579.jpg,400,225,Apple,42,93,134,185
579.jpg,400,225,Apple,219,74,297,152
579.jpg,400,225,Apple,4,9,82,87
1709.jpg,400,225,Apple,33,80,129,176
1709.jpg,400,225,Apple,218,33,259,74
1643.jpg,400,225,Apple,78,10,123,55
1643.jpg,400,225,Apple,133,100,203,170
1643.jpg,400,225,Apple,18,42,71,95
1959.jpg,400,225,Apple,76,102,152,178
1959.jpg,400,225,Apple,221,124,304,207
1959.jpg,400,225,Apple,30,108,74,152
1959.jpg,400,225,Apple,58,21,109,72
1043.jpg,400,225,Apple,109,70,204,165
1327.jpg,400,225,Apple,185,54,242,111
1327.jpg,400,225,Apple,7,119,69,181
1327.jpg,400,225,Apple,103,27,154,78
1327.jpg,400,225,Apple,253,52,293,92
1327.jpg,400,225,Apple,136,102,180,146
1327.jpg,400,225,Apple,291,121,335,165
412.jpg,400,225,Apple,140,23,182,65
412.jpg,400,225,Apple,291,63,334,106
412.jpg,400,225,Apple,17,50,70,103
412.jpg,400,225,Apple,103,69,157,123
412.jpg,400,225,Apple,242,13,290,61
412.jpg,400,225,Apple,191,8,231,48
412.jpg,400,225,Apple,81,21,123,63
203.jpg,400,225,Apple,133,39,176,82
203.jpg,400,225,Apple,38,124,102,188
203.jpg,400,225,Apple,22,7,76,61
203.jpg,400,225,Apple,258,112,307,161
1142.jpg,400,225,Apple,110,28,171,89
1142.jpg,400,225,Apple,208,13,267,72
1142.jpg,400,225,Apple,174,99,235,160
1142.jpg,400,225,Apple,40,41,93,94
1385.jpg,400,225,Apple,160,33,206,79
1385.jpg,400,225,Apple,274,27,328,81
1385.jpg,400,225,Apple,156,80,209,133
1385.jpg,400,225,Apple,82,25,128,71
1385.jpg,400,225,Apple,224,9,267,52
1385.jpg,400,225,Apple,75,86,124,135
1385.jpg,400,225,Apple,237,121,284,168
1412.jpg,400,225,Apple,146,37,228,119
1412.jpg,400,225,Apple,261,109,337,185
1412.jpg,400,225,Apple,51,36,117,102
1594.jpg,400,225,Apple,197,42,239,84
1594.jpg,400,225,Apple,145,83,188,126
1594.jpg,400,225,Apple,19,99,99,179
1594.jpg,400,225,Apple,251,111,292,152
1532.jpg,400,225,Apple,142,11,199,68
1532.jpg,400,225,Apple,238,82,294,138
1532.jpg,400,225,Apple,296,112,351,167
1532.jpg,400,225,Apple,55,36,108,89
1532.jpg,400,225,Apple,112,90,177,155
1532.jpg,400,225,Apple,7,111,68,172
1439.jpg,400,225,Apple,249,108,295,154
1439.jpg,400,225,Apple,196,0,244,48
1439.jpg,400,225,Apple,19,63,67,111
1439.jpg,400,225,Apple,85,89,148,152
1439.jpg,400,225,Apple,153,66,196,109
1439.jpg,400,225,Apple,52,3,106,57
1702.jpg,400,225,Apple,285,100,363,178
1702.jpg,400,225,Apple,226,1,280,55
1702.jpg,400,225,Apple,3,83,50,130
1702.jpg,400,225,Apple,173,114,238,179
50.jpg,400,225,Apple,101,67,161,127
50.jpg,400,225,Apple,22,53,74,105
50.jpg,400,225,Apple,282,11,355,84
50.jpg,400,225,Apple,235,89,307,161
50.jpg,400,225,Apple,219,12,269,62
1543.jpg,400,225,Apple,242,73,316,147
997.jpg,400,225,Apple,153,4,218,69
997.jpg,400,225,Apple,250,119,300,169
1299.jpg,400,225,Apple,269,100,320,151
1299.jpg,400,225,Apple,197,42,238,83
1299.jpg,400,225,Apple,74,107,119,152
1299.jpg,400,225,Apple,245,2,299,56
1299.jpg,400,225,Apple,127,18,178,69
1299.jpg,400,225,Apple,154,79,195,120
1299.jpg,400,225,Apple,71,45,118,92
474.jpg,400,225,Apple,63,119,128,184
474.jpg,400,225,Apple,217,62,274,119
474.jpg,400,225,Apple,101,49,163,111
474.jpg,400,225,Apple,35,15,95,75
474.jpg,400,225,Apple,293,15,335,57
474.jpg,400,225,Apple,210,5,260,55
1821.jpg,400,225,Apple,157,114,246,203
1821.jpg,400,225,Apple,40,15,134,109
1540.jpg,400,225,Apple,272,99,358,185
1540.jpg,400,225,Apple,52,104,131,183
1540.jpg,400,225,Apple,47,2,100,55
1173.jpg,400,225,Apple,42,17,89,64
1173.jpg,400,225,Apple,283,84,344,145
1173.jpg,400,225,Apple,219,71,272,124
732.jpg,400,225,Apple,11,47,91,127
732.jpg,400,225,Apple,158,50,230,122
732.jpg,400,225,Apple,249,97,319,167
732.jpg,400,225,Apple,232,17,277,62
1801.jpg,400,225,Apple,8,22,59,73
1801.jpg,400,225,Apple,172,10,232,70
1801.jpg,400,225,Apple,290,32,336,78
1801.jpg,400,225,Apple,3,105,55,157
219.jpg,400,225,Apple,134,37,188,91
219.jpg,400,225,Apple,215,104,273,162
219.jpg,400,225,Apple,189,4,277,92
57.jpg,400,225,Apple,114,111,162,159
57.jpg,400,225,Apple,193,19,240,66
57.jpg,400,225,Apple,250,96,338,184
1836.jpg,400,225,Apple,190,54,245,109
1836.jpg,400,225,Apple,112,68,182,138
1836.jpg,400,225,Apple,23,32,68,77
1836.jpg,400,225,Apple,252,34,295,77
1836.jpg,400,225,Apple,251,103,325,177
1232.jpg,400,225,Apple,200,41,245,86
1232.jpg,400,225,Apple,118,10,161,53
1232.jpg,400,225,Apple,30,59,82,111
1232.jpg,400,225,Apple,294,41,339,86
1232.jpg,400,225,Apple,260,98,315,153
1232.jpg,400,225,Apple,13,3,66,56
1232.jpg,400,225,Apple,117,101,169,153
1599.jpg,400,225,Apple,51,77,95,121
1599.jpg,400,225,Apple,217,112,274,169
1599.jpg,400,225,Apple,124,48,167,91
1599.jpg,400,225,Apple,107,97,168,158
1599.jpg,400,225,Apple,283,86,345,148
1599.jpg,400,225,Apple,172,118,215,161
975.jpg,400,225,Apple,272,44,334,106
975.jpg,400,225,Apple,141,71,198,128
975.jpg,400,225,Apple,24,32,77,85
975.jpg,400,225,Apple,72,111,122,161
975.jpg,400,225,Apple,238,116,293,171
975.jpg,400,225,Apple,214,13,255,54
1404.jpg,400,225,Apple,184,72,240,128
1404.jpg,400,225,Apple,134,74,177,117
1404.jpg,400,225,Apple,270,10,352,92
1366.jpg,400,225,Apple,85,101,136,152
1509.jpg,400,225,Apple,257,67,299,109
1509.jpg,400,225,Apple,50,1,98,49
1509.jpg,400,225,Apple,54,94,108,148
1509.jpg,400,225,Apple,164,79,208,123
1509.jpg,400,225,Apple,214,5,256,47
1509.jpg,400,225,Apple,267,0,322,55
1509.jpg,400,225,Apple,142,24,194,76
498.jpg,400,225,Apple,142,39,183,80
498.jpg,400,225,Apple,32,25,76,69
498.jpg,400,225,Apple,66,123,112,169
498.jpg,400,225,Apple,193,13,246,66
498.jpg,400,225,Apple,284,21,329,66
498.jpg,400,225,Apple,282,103,330,151
498.jpg,400,225,Apple,219,86,272,139
1523.jpg,400,225,Apple,247,51,336,140
1523.jpg,400,225,Apple,37,54,102,119
563.jpg,400,225,Apple,241,48,296,103
563.jpg,400,225,Apple,179,77,228,126
563.jpg,400,225,Apple,246,111,299,164
563.jpg,400,225,Apple,77,100,127,150
563.jpg,400,225,Apple,112,3,165,56
563.jpg,400,225,Apple,192,21,232,61
563.jpg,400,225,Apple,1,13,44,56
1620.jpg,400,225,Apple,209,102,267,160
1620.jpg,400,225,Apple,295,20,344,69
1620.jpg,400,225,Apple,1,115,63,177
1620.jpg,400,225,Apple,203,46,255,98
1620.jpg,400,225,Apple,142,50,193,101
1620.jpg,400,225,Apple,64,41,110,87
1582.jpg,400,225,Apple,227,85,285,143
1582.jpg,400,225,Apple,56,85,115,144
1582.jpg,400,225,Apple,255,31,307,83
1582.jpg,400,225,Apple,154,42,217,105
1582.jpg,400,225,Apple,48,25,102,79
1582.jpg,400,225,Apple,294,123,350,179
448.jpg,400,225,Apple,218,35,262,79
448.jpg,400,225,Apple,26,88,70,132
448.jpg,400,225,Apple,290,7,345,62
448.jpg,400,225,Apple,40,11,84,55
448.jpg,400,225,Apple,108,55,161,108
448.jpg,400,225,Apple,258,119,304,165
448.jpg,400,225,Apple,172,3,217,48
1312.jpg,400,225,Apple,199,8,267,76
1312.jpg,400,225,Apple,66,114,109,157
1312.jpg,400,225,Apple,5,21,72,88
1312.jpg,400,225,Apple,119,92,188,161
1312.jpg,400,225,Apple,297,68,342,113
466.jpg,400,225,Apple,54,94,97,137
466.jpg,400,225,Apple,201,60,248,107
466.jpg,400,225,Apple,86,24,134,72
466.jpg,400,225,Apple,258,82,326,150
831.jpg,400,225,Apple,159,110,207,158
831.jpg,400,225,Apple,8,36,76,104
831.jpg,400,225,Apple,26,114,86,174
844.jpg,400,225,Apple,265,93,325,153
844.jpg,400,225,Apple,68,82,131,145
844.jpg,400,225,Apple,154,124,201,171
844.jpg,400,225,Apple,244,39,295,90
844.jpg,400,225,Apple,164,33,228,97
844.jpg,400,225,Apple,86,9,149,72
12.jpg,400,225,Apple,105,68,159,122
12.jpg,400,225,Apple,285,42,334,91
12.jpg,400,225,Apple,194,0,239,45
12.jpg,400,225,Apple,46,105,91,150
12.jpg,400,225,Apple,288,116,332,160
12.jpg,400,225,Apple,45,18,92,65
12.jpg,400,225,Apple,99,17,144,62
1323.jpg,400,225,Apple,102,98,191,187
1323.jpg,400,225,Apple,195,64,249,118
1323.jpg,400,225,Apple,15,38,100,123
462.jpg,400,225,Apple,178,108,250,180
1557.jpg,400,225,Apple,54,83,117,146
1557.jpg,400,225,Apple,141,57,193,109
1557.jpg,400,225,Apple,203,95,257,149
1557.jpg,400,225,Apple,277,91,337,151
1557.jpg,400,225,Apple,79,12,138,71
1557.jpg,400,225,Apple,142,2,192,52
1539.jpg,400,225,Apple,275,41,348,114
1539.jpg,400,225,Apple,196,95,269,168
1539.jpg,400,225,Apple,95,118,151,174
1539.jpg,400,225,Apple,81,39,135,93
1539.jpg,400,225,Apple,20,18,77,75
297.jpg,400,225,Apple,205,89,258,142
423.jpg,400,225,Apple,110,45,167,102
423.jpg,400,225,Apple,188,45,252,109
423.jpg,400,225,Apple,80,107,133,160
423.jpg,400,225,Apple,290,4,342,56
423.jpg,400,225,Apple,32,37,95,100
423.jpg,400,225,Apple,201,122,253,174
68.jpg,400,225,Apple,170,115,241,186
68.jpg,400,225,Apple,296,100,391,195
500.jpg,400,225,Apple,109,11,174,76
500.jpg,400,225,Apple,201,21,264,84
500.jpg,400,225,Apple,265,50,320,105
500.jpg,400,225,Apple,83,96,135,148
500.jpg,400,225,Apple,9,67,66,124
500.jpg,400,225,Apple,291,119,332,160
38.jpg,400,225,Apple,119,84,164,129
38.jpg,400,225,Apple,282,88,324,130
38.jpg,400,225,Apple,265,34,317,86
38.jpg,400,225,Apple,153,30,197,74
38.jpg,400,225,Apple,9,34,60,85
38.jpg,400,225,Apple,11,95,55,139
38.jpg,400,225,Apple,215,88,262,135
815.jpg,400,225,Apple,125,34,181,90
815.jpg,400,225,Apple,252,59,300,107
815.jpg,400,225,Apple,50,73,103,126
815.jpg,400,225,Apple,287,118,349,180
815.jpg,400,225,Apple,2,18,45,61
815.jpg,400,225,Apple,202,116,250,164
269.jpg,400,225,Apple,48,20,115,87
269.jpg,400,225,Apple,249,48,312,111
269.jpg,400,225,Apple,126,11,187,72
269.jpg,400,225,Apple,50,116,103,169
269.jpg,400,225,Apple,158,114,219,175
1577.jpg,400,225,Apple,189,60,268,139
1577.jpg,400,225,Apple,116,99,186,169
1591.jpg,400,225,Apple,191,107,260,176
1591.jpg,400,225,Apple,30,8,119,97
1591.jpg,400,225,Apple,265,45,351,131
1011.jpg,400,225,Apple,259,85,319,145
1011.jpg,400,225,Apple,185,7,242,64
1011.jpg,400,225,Apple,51,63,116,128
1011.jpg,400,225,Apple,127,72,200,145
1011.jpg,400,225,Apple,290,14,345,69
1881.jpg,400,225,Apple,1,52,45,96
1881.jpg,400,225,Apple,95,24,139,68
1881.jpg,400,225,Apple,197,91,245,139
1881.jpg,400,225,Apple,284,59,324,99
1881.jpg,400,225,Apple,125,94,185,154
1881.jpg,400,225,Apple,37,0,82,45
187.jpg,400,225,Apple,272,21,343,92
187.jpg,400,225,Apple,131,48,189,106
187.jpg,400,225,Apple,71,16,117,62
187.jpg,400,225,Apple,206,30,250,74
187.jpg,400,225,Apple,230,120,277,167
803.jpg,400,225,Apple,41,85,101,145
803.jpg,400,225,Apple,173,52,272,151
782.jpg,400,225,Apple,285,124,330,169
782.jpg,400,225,Apple,174,58,244,128
782.jpg,400,225,Apple,113,58,157,102
782.jpg,400,225,Apple,16,9,83,76
600.jpg,400,225,Apple,141,30,185,74
600.jpg,400,225,Apple,236,96,300,160
600.jpg,400,225,Apple,213,27,266,80
600.jpg,400,225,Apple,72,124,133,185
600.jpg,400,225,Apple,95,1,140,46
600.jpg,400,225,Apple,281,2,340,61
293.jpg,400,225,Apple,151,60,191,100
293.jpg,400,225,Apple,12,82,54,124
293.jpg,400,225,Apple,268,73,315,120
7.jpg,400,225,Apple,220,0,295,75
7.jpg,400,225,Apple,155,80,196,121
7.jpg,400,225,Apple,6,16,78,88
337.jpg,400,225,Apple,98,57,141,100
337.jpg,400,225,Apple,13,11,78,76
337.jpg,400,225,Apple,207,117,285,195
337.jpg,400,225,Apple,9,109,88,188
106.jpg,400,225,Apple,281,68,350,137
106.jpg,400,225,Apple,0,39,75,114
106.jpg,400,225,Apple,122,31,193,102
1051.jpg,400,225,Apple,196,44,259,107
1051.jpg,400,225,Apple,298,46,376,124
1051.jpg,400,225,Apple,117,108,209,200
121.jpg,400,225,Apple,61,104,105,148
121.jpg,400,225,Apple,202,116,255,169
121.jpg,400,225,Apple,178,10,227,59
121.jpg,400,225,Apple,282,24,323,65
1573.jpg,400,225,Apple,86,42,159,115
1573.jpg,400,225,Apple,201,117,286,202
1573.jpg,400,225,Apple,279,7,373,101
499.jpg,400,225,Apple,210,49,262,101
499.jpg,400,225,Apple,24,104,68,148
499.jpg,400,225,Apple,119,102,172,155
499.jpg,400,225,Apple,131,49,176,94
499.jpg,400,225,Apple,205,116,245,156
499.jpg,400,225,Apple,25,38,70,83
499.jpg,400,225,Apple,290,78,341,129
919.jpg,400,225,Apple,284,78,331,125
919.jpg,400,225,Apple,44,13,101,70
731.jpg,400,225,Apple,150,95,251,196
731.jpg,400,225,Apple,53,114,138,199
1025.jpg,400,225,Apple,265,74,315,124
1025.jpg,400,225,Apple,78,38,132,92
1025.jpg,400,225,Apple,115,113,167,165
1025.jpg,400,225,Apple,22,66,68,112
1025.jpg,400,225,Apple,180,77,230,127
1025.jpg,400,225,Apple,169,16,216,63
1025.jpg,400,225,Apple,222,20,266,64
1071.jpg,400,225,Apple,147,25,188,66
1071.jpg,400,225,Apple,54,44,97,87
1071.jpg,400,225,Apple,202,34,242,74
1071.jpg,400,225,Apple,103,111,147,155
1071.jpg,400,225,Apple,296,96,356,156
1071.jpg,400,225,Apple,247,33,303,89
1164.jpg,400,225,Apple,259,49,331,121
1164.jpg,400,225,Apple,98,47,147,96
1164.jpg,400,225,Apple,15,21,71,77
1164.jpg,400,225,Apple,232,1,277,46
1164.jpg,400,225,Apple,84,99,139,154
581.jpg,400,225,Apple,18,55,68,105
581.jpg,400,225,Apple,295,22,348,75
581.jpg,400,225,Apple,220,116,293,189
581.jpg,400,225,Apple,100,12,157,69
1567.jpg,400,225,Apple,36,11,91,66
1567.jpg,400,225,Apple,219,22,265,68
1567.jpg,400,225,Apple,274,50,324,100
1567.jpg,400,225,Apple,147,58,189,100
1567.jpg,400,225,Apple,271,112,323,164
1567.jpg,400,225,Apple,98,53,141,96
1567.jpg,400,225,Apple,207,69,253,115
1983.jpg,400,225,Apple,153,92,203,142
1983.jpg,400,225,Apple,236,70,291,125
1983.jpg,400,225,Apple,43,29,98,84
1983.jpg,400,225,Apple,130,4,174,48
1983.jpg,400,225,Apple,229,4,271,46
1983.jpg,400,225,Apple,79,105,119,145
1983.jpg,400,225,Apple,281,18,323,60
1904.jpg,400,225,Apple,85,50,135,100
36.jpg,400,225,Apple,40,92,126,178
36.jpg,400,225,Apple,243,48,293,98
36.jpg,400,225,Apple,207,99,278,170
762.jpg,400,225,Apple,209,90,257,138
762.jpg,400,225,Apple,42,48,86,92
762.jpg,400,225,Apple,131,75,172,116
762.jpg,400,225,Apple,292,90,341,139
762.jpg,400,225,Apple,181,23,234,76
762.jpg,400,225,Apple,292,34,343,85
762.jpg,400,225,Apple,98,122,150,174
1471.jpg,400,225,Apple,73,18,148,93
1471.jpg,400,225,Apple,3,75,44,116
1471.jpg,400,225,Apple,162,89,227,154
1332.jpg,400,225,Apple,251,84,318,151
1332.jpg,400,225,Apple,148,82,209,143
1722.jpg,400,225,Apple,26,55,88,117
1722.jpg,400,225,Apple,272,11,324,63
1722.jpg,400,225,Apple,256,112,301,157
1722.jpg,400,225,Apple,166,24,245,103
1894.jpg,400,225,Apple,228,116,284,172
1894.jpg,400,225,Apple,51,31,125,105
1894.jpg,400,225,Apple,14,117,65,168
1894.jpg,400,225,Apple,280,17,345,82
1894.jpg,400,225,Apple,137,115,212,190
1687.jpg,400,225,Apple,107,38,151,82
1687.jpg,400,225,Apple,283,124,334,175
1687.jpg,400,225,Apple,213,19,263,69
1687.jpg,400,225,Apple,57,88,117,148
1687.jpg,400,225,Apple,149,86,204,141
259.jpg,400,225,Apple,63,109,123,169
259.jpg,400,225,Apple,269,50,315,96
259.jpg,400,225,Apple,201,115,257,171
259.jpg,400,225,Apple,118,35,162,79
259.jpg,400,225,Apple,181,58,231,108
259.jpg,400,225,Apple,19,7,81,69
426.jpg,400,225,Apple,245,107,334,196
426.jpg,400,225,Apple,44,98,97,151
426.jpg,400,225,Apple,149,57,211,119
1050.jpg,400,225,Apple,249,59,300,110
1050.jpg,400,225,Apple,78,57,158,137
1050.jpg,400,225,Apple,296,121,377,202
1050.jpg,400,225,Apple,176,92,241,157
603.jpg,400,225,Apple,64,65,112,113
603.jpg,400,225,Apple,253,40,300,87
603.jpg,400,225,Apple,193,89,241,137
603.jpg,400,225,Apple,138,120,189,171
603.jpg,400,225,Apple,67,116,116,165
603.jpg,400,225,Apple,244,96,290,142
603.jpg,400,225,Apple,151,12,197,58
1367.jpg,400,225,Apple,87,105,151,169
1367.jpg,400,225,Apple,262,69,308,115
1367.jpg,400,225,Apple,240,21,287,68
1367.jpg,400,225,Apple,66,55,113,102
1367.jpg,400,225,Apple,20,106,75,161
1367.jpg,400,225,Apple,123,52,167,96
345.jpg,400,225,Apple,61,83,112,134
345.jpg,400,225,Apple,243,102,291,150
345.jpg,400,225,Apple,153,116,204,167
345.jpg,400,225,Apple,136,7,195,66
345.jpg,400,225,Apple,67,11,114,58
345.jpg,400,225,Apple,2,10,48,56
1621.jpg,400,225,Apple,182,124,222,164
1621.jpg,400,225,Apple,275,68,327,120
1621.jpg,400,225,Apple,148,30,199,81
1621.jpg,400,225,Apple,119,110,171,162
1621.jpg,400,225,Apple,296,13,338,55
221.jpg,400,225,Apple,61,0,122,61
221.jpg,400,225,Apple,241,25,292,76
221.jpg,400,225,Apple,150,96,212,158
221.jpg,400,225,Apple,74,111,123,160
221.jpg,400,225,Apple,216,102,267,153
221.jpg,400,225,Apple,60,67,101,108
738.jpg,400,225,Apple,7,34,67,94
738.jpg,400,225,Apple,72,97,154,179
738.jpg,400,225,Apple,198,30,254,86
738.jpg,400,225,Apple,286,78,353,145
974.jpg,400,225,Apple,112,86,184,158
974.jpg,400,225,Apple,205,119,272,186
974.jpg,400,225,Apple,9,87,76,154
974.jpg,400,225,Apple,198,48,266,116
974.jpg,400,225,Apple,137,13,190,66
381.jpg,400,225,Apple,221,61,322,162
1608.jpg,400,225,Apple,61,21,102,62
1608.jpg,400,225,Apple,262,14,334,86
1608.jpg,400,225,Apple,19,120,94,195
1608.jpg,400,225,Apple,222,93,263,134
1608.jpg,400,225,Apple,198,7,258,67
1938.jpg,400,225,Apple,95,120,141,166
1938.jpg,400,225,Apple,298,104,355,161
1938.jpg,400,225,Apple,63,54,114,105
1938.jpg,400,225,Apple,37,120,89,172
1938.jpg,400,225,Apple,195,11,248,64
1938.jpg,400,225,Apple,223,96,274,147
1114.jpg,400,225,Apple,268,36,310,78
1114.jpg,400,225,Apple,108,31,203,126
599.jpg,400,225,Apple,248,108,344,204
599.jpg,400,225,Apple,21,46,121,146
633.jpg,400,225,Apple,2,25,49,72
633.jpg,400,225,Apple,78,113,157,192
633.jpg,400,225,Apple,203,109,265,171
571.jpg,400,225,Apple,143,118,195,170
960.jpg,400,225,Apple,172,12,227,67
960.jpg,400,225,Apple,104,51,155,102
960.jpg,400,225,Apple,246,109,289,152
960.jpg,400,225,Apple,0,105,60,165
960.jpg,400,225,Apple,130,107,183,160
